CODE,Group,METTL3,METTL14,METTL16,WTAP,KIAA1429,ZC3H13,CBLL1,RBM15,RBM15B,YTHDC1,YTHDC2,YTHDF1,YTHDF2,YTHDF3,HNRNPC,RBMX,FMR1,HNRNPA2B1,IGFBP1,IGFBP2,IGFBP3,PRRC2A,FTO,ALKBH5,"SampleName "
"COAD(T=288,N=349)",Normal,13.9297,13.08,4.9899,51.2604,19.7698,6.64,9.1803,3.3701,13.3799,23.5808,5.7098,15.4005,34.8397,18.0499,271.5539,70.9721,15.3696,426.528,0.02,112.7425,18.0399,43.8793,9.6602,32.511,"TCGA-AA-3525-11"
"COAD(T=288,N=349)",Normal,33.3302,8.81,9.8899,39.7192,24.7703,9.2898,6.7299,3.36,11.7198,41.6708,10.9197,18.3197,25.7294,15.1601,289.9168,61.6008,16.4203,530.2016,0,182.2522,20.6494,78.3511,10.34,42.2408,"GTEX-Q734-1126-SM-48TZY"
"COAD(T=288,N=349)",Normal,28.9091,7.68,8.67,53.5893,15.85,9.6702,8.6298,2.3801,10.7002,33.139,8.9002,16.21,26.5096,14.2096,203.487,76.2614,12.1298,444.148,0,61.3791,59.4406,84.4182,13.8604,33.1206,"GTEX-QDVJ-1326-SM-48U1X"
"COAD(T=288,N=349)",Normal,9.7598,15.6296,7.4102,64.3995,14.41,10.7701,11.3701,3.59,20.0597,27.4008,6.3898,25.1005,42.3992,21.8193,292.6018,87.2682,13.4898,403.7718,0.09,165.753,33.3001,52.461,13.7399,39.0612,"TCGA-AZ-6600-11"
"COAD(T=288,N=349)",Normal,27.0892,6.2401,7.6201,55.3908,18.9894,6.6501,4.3499,2.39,10.7701,30.0096,8.2702,17.1795,28.0096,13.7399,196.1336,74.5781,15.5604,436.6994,0.04,102.8705,18.1201,69.151,9.1701,29.0195,"GTEX-145LT-0926-SM-5LU9C"
"COAD(T=288,N=349)",Normal,25.7401,6.0998,9.77,51.9615,21.2801,10.1898,8.4898,2.59,12.2396,33.1298,7.5601,17.4701,29.1303,19.0395,193.6345,64.4397,22.6201,389.9908,0,51.6312,44.3286,64.11,13.9404,45.5591,"GTEX-OIZH-1426-SM-3NB1O"
"COAD(T=288,N=349)",Normal,29.1505,4.3099,8.0001,38.199,22.8502,5.2,3.8201,1.88,7.8398,23.8404,4.9499,15.8896,23.9797,9.9297,230.1441,53.1786,10.8098,479.8025,0,223.4322,14.8501,83.0025,9.0803,32.7894,"GTEX-XV7Q-2126-SM-4BRVX"
"COAD(T=288,N=349)",Normal,29.8106,11.4199,14.5304,39.7192,32.2797,17.5405,13.0501,1.28,14.0403,48.5087,5.3001,16.1898,20.7398,13.4403,279.8665,113.228,16.8797,296.337,0,13.7303,56.7786,70.2185,29.7693,75.2793,"GTEX-11P81-1426-SM-5P9JN"
"COAD(T=288,N=349)",Normal,23.6905,15.3302,15.8797,69.2998,18.4701,16.7805,12.8499,2.1199,14.1605,50.5406,15.9403,18.8805,31.5891,23.24,241.6029,139.2072,15.7601,470.4824,0,16.97,33.7299,96.8973,25.8904,66.6521,"GTEX-WEY5-1426-SM-4LMJ3"
"COAD(T=288,N=349)",Normal,27.7006,6.0501,6.17,38.191,14.8903,7.0099,5.19,1.76,9.0898,27.3401,6.3602,12.3196,22.7901,12.2396,160.0735,60.4209,14.0705,367.3715,0.05,76.7812,15.0095,55.291,6.75,20.8595,"GTEX-W5WG-2426-SM-4LMI6"
"COAD(T=288,N=349)",Normal,53.0607,6.1798,14.81,68.3789,21.6506,9.5503,6.26,1.4,7.9702,48.819,12.5698,14.9099,15.4604,11.05,236.172,108.7511,19.5003,406.693,0,84.3481,51.4704,120.7926,20.8104,51.271,"GTEX-13OVJ-1826-SM-5KM2D"
"COAD(T=288,N=349)",Normal,34.4697,10.2999,12.2897,39.3492,22.1101,11.9098,13.16,1.94,12.8597,35.8788,9.8202,19.9598,24.5396,14.5405,193.2323,72.5991,18.9605,381.9384,0.03,23.2303,42.7208,84.4299,20.0097,53.1012,"GTEX-RU1J-1326-SM-46MUL"
"COAD(T=288,N=349)",Normal,27.8895,7.3799,6.3898,41.0288,14.5899,7.5001,5.5199,3.15,11.7003,26.5704,9.4797,14.7496,26.8109,13.5404,159.056,61.2984,19.0197,350.6276,0.09,153.0852,15.9403,61.4899,7.2899,24.7497,"GTEX-R55D-1826-SM-48FEF"
"COAD(T=288,N=349)",Normal,39.8488,10.9797,9.87,45.5402,20.3003,12.71,10.3601,2.67,13.4198,43.1493,11.4001,19.0805,24.0596,14.3502,206.485,97.4024,16.8902,475.9272,0,73.9911,44.1998,86.7315,18.9697,44.6896,"GTEX-X3Y1-1726-SM-4PQZL"
"COAD(T=288,N=349)",Normal,31.0895,12.4899,11.4001,59.7297,18.6904,13.53,9.9401,2.49,13.1,35.1599,9.9002,26.3905,28.3691,15.5496,253.685,100.5302,17.3098,448.9767,0.06,21.18,80.0918,87.6622,27.3193,49.5417,"GTEX-12WSJ-1526-SM-5GCNI"
"COAD(T=288,N=349)",Normal,12.8197,4.8801,4.1999,29.7693,18.6296,4.0201,4.0001,1.8,5.4799,20.3397,4.0299,11.0003,19.9004,14.6904,79.1919,30.6891,14.9099,208.2385,0.07,46.9115,4.9001,45.0785,3.22,23.2803,"GTEX-14E6E-1526-SM-5RQIG"
"COAD(T=288,N=349)",Normal,47.4215,6.4701,17.2595,39.1398,29.0094,12.1004,6.7001,1.55,10.5998,37.2989,8.74,17.56,20.0097,11.3104,240.0671,51.7997,14.7098,362.0879,0,27.8991,84.9878,122.4194,18.1994,61.7718,"GTEX-X15G-1526-SM-4PQZM"
"COAD(T=288,N=349)",Normal,49.8413,7.6998,8.7697,45.091,17.5198,8.0798,6.3001,3.7699,10.3199,33.3996,10.4502,17.8496,30.2498,14.3602,260.2572,76.1716,13.9201,526.5757,0.1,92.963,29.3899,79.159,12.47,31.2299,"GTEX-PWOO-1326-SM-48TCJ"
"COAD(T=288,N=349)",Normal,33.9693,16.2595,14.4,59.6387,19.9598,20.3906,24.47,2.5501,18.2398,48.0202,9.5702,22.3707,26.8499,19.3898,268.4286,139.3037,23.2997,438.8234,0,29.0597,40.5791,86.3715,40.4499,65.5979,"GTEX-13FH7-1626-SM-5J2O9"
"COAD(T=288,N=349)",Normal,29.9992,5.9801,16.97,49.9797,33.4204,12.8197,12.3401,1.17,13.9201,34.5391,9.3901,16.7596,24.0596,15.0001,203.8117,138.7736,18.3502,376.5496,0,22.9996,50.5511,96.9175,21.8496,73.3477,"GTEX-ZVT2-1726-SM-51MRO"
"COAD(T=288,N=349)",Normal,25.6101,4.1799,4.4299,29.6807,11.5801,5.1502,4.0001,1.68,7.2798,24.7292,6.3299,11.8604,19.9101,8.6203,120.083,57.1616,11.5496,255.0956,0.04,128.8893,15.0397,42.5405,5.6798,15.2899,"GTEX-13QBU-1826-SM-5IJG3"
"COAD(T=288,N=349)",Normal,41.9898,7.51,8.1,46.8692,19.1494,10.4901,6.5599,3.62,9.8297,45.5907,10.1898,16.8797,25.0605,13.98,255.5912,89.977,20.2694,530.4957,0.09,67.6622,38.6303,74.2223,13.2497,34.099,"GTEX-QEL4-1926-SM-4R1JI"
"COAD(T=288,N=349)",Normal,53.3114,7.8398,10.0099,44.3809,24.9599,12.6003,7.4302,3.4399,10.4401,41.8793,12.1896,16.4705,23.5204,13.53,228.2061,92.4617,18.0299,466.0035,0.03,31.3101,345.9682,101.3207,15.3196,38.051,"GTEX-P78B-1726-SM-3P5ZV"
"COAD(T=288,N=349)",Normal,32.9991,5.5199,18.2196,75.5982,19.5504,8.3099,4.7499,1.08,14.1301,36.6505,14.7496,22.5403,27.9902,11.6002,208.1086,87.6805,16.5002,330.383,0,20.3299,64.2212,147.2772,15.0501,47.5598,"GTEX-14A5H-1626-SM-5SIAN"
"COAD(T=288,N=349)",Normal,12.7399,10.52,8.2,55.7799,22.8692,10.0698,9.16,1.94,13.8796,31.1607,5.28,16.53,34.3791,22.9296,323.1355,89.1575,14.1301,472.1158,0.05,51.1291,52.4282,49.6001,17.9501,41.8213,"TCGA-A6-5662-11"
"COAD(T=288,N=349)",Normal,25.8097,4.3099,4.9999,37.1004,15.7002,5.4499,6.0501,1.81,9.9201,24.1197,6.6299,15.5604,22.8502,10.4401,147.1955,47.8806,11.9802,311.6311,0.02,114.8564,8.9801,65.7481,5.5699,28.829,"GTEX-UJHI-1126-SM-4IHLN"
"COAD(T=288,N=349)",Normal,11.63,11.56,4.3399,50.4112,18.7397,8.4598,10.0203,4.1999,13.68,25.4103,6.9302,14.9897,35.7695,25.1301,335.7621,78.362,18.5394,607.3135,0,208.6286,10.3199,41.5612,9.9002,32.6895,"TCGA-AA-3514-11"
"COAD(T=288,N=349)",Normal,36.1108,11.33,12.0201,52.7198,20.2104,18.5394,13.7199,2.05,16.8294,63.2186,13.1701,22.2994,25.8796,18.0299,227.6847,109.0229,24.2001,458.5378,0,14.8295,38.7403,101.1523,36.6403,85.0821,"GTEX-13O61-1526-SM-5KM3P"
"COAD(T=288,N=349)",Normal,27.5608,8.9299,6.9398,48.8698,15.6795,6.5699,6.2099,2.5,13.14,30.6593,6.5002,20.1196,29.191,12.4899,174.3318,83.2791,16.7898,362.1381,0.04,98.1615,46.2688,74.9824,9.0602,25.3593,"GTEX-XBED-1526-SM-4AT5W"
"COAD(T=288,N=349)",Normal,41.2512,5.6999,9.2103,36.9797,19.7205,8.67,6.6299,2.74,10.7202,32.52,7.9597,15.9503,25.5392,12.7196,147.9935,91.2773,17.3699,278.2417,0.08,56.1718,25.3892,82.3207,10.7002,30.07,"GTEX-UJMC-1326-SM-4IHLS"
"COAD(T=288,N=349)",Normal,40.0204,6.3202,19.8797,55.1188,25.4703,8.5299,5.1698,1.69,13.7104,37.9193,16.2798,25.9605,27.0892,12.0903,197.3883,96.5688,16.6496,317.9587,0,12.3898,125.304,162.072,17.5405,86.198,"GTEX-11TUW-2326-SM-5EQMO"
"COAD(T=288,N=349)",Normal,34.7601,8.4598,6.3001,48.819,17.1402,10.6698,9.0702,4.9899,12.7302,49.3805,11.0799,18.0699,29.6293,19.0197,280.0605,75.5825,21.9696,559.2298,0,123.7417,35.3996,61.6307,10.09,35.2697,"GTEX-139YR-2126-SM-5KM11"
"COAD(T=288,N=349)",Normal,32.7598,9.7301,9.6001,45.6508,17.5697,12.6003,7.7399,2.9999,11.3496,41.9898,10.3903,17.2403,24.5703,15.1801,232.5172,80.6321,16.8504,393.5481,0,35.5397,31.111,66.3019,16.8399,39.2593,"GTEX-Y8E4-2426-SM-4WWDN"
"COAD(T=288,N=349)",Normal,36.7395,7.5502,5.7799,39.1289,16.3295,6.5699,6.4401,3.22,9.4097,31.4711,6.7598,15.5302,24.76,12.7603,231.3276,68.621,15.7405,507.9692,0.07,56.8219,22.9805,61.4685,7.9399,23.8008,"GTEX-Q2AH-1226-SM-48TZL"
"COAD(T=288,N=349)",Normal,46.0193,6.5399,17.4,46.6004,26.3302,12.68,9.0898,1.69,13.2305,35.3603,10.0698,19.7506,24.0396,17.1106,238.508,69.5886,16.3896,472.2794,0.04,25.9605,146.9916,121.2708,22.2392,71.9678,"GTEX-WQUQ-2626-SM-4MVNP"
"COAD(T=288,N=349)",Normal,40.85,4.8299,18.5999,28.859,38.1487,10.63,5.3001,1.62,7.5402,36.171,7.5801,14.3901,14.6802,8.81,155.1039,65.38,15.8401,283.2623,0,22.6201,32.529,124.1197,14.81,54.8102,"GTEX-12ZZX-2726-SM-5N9FT"
"COAD(T=288,N=349)",Normal,33.1803,13.3502,11.5897,50.3588,23.8404,19.5897,15.66,2.21,13.0601,43.0896,13.14,18.9802,27.2304,19.1202,200.616,114.3401,19.8302,456.6347,0.1,38.5795,57.0706,84.4475,28.4301,56.2497,"GTEX-11ZTT-1626-SM-5EQKR"
"COAD(T=288,N=349)",Normal,35.0893,8.9801,12.1998,42.361,19.0501,13.43,9.6998,1.95,11.33,30.8897,9.0401,17.7103,19.8495,12.3102,187.5839,67.33,13.5001,398.1854,0.03,47.9603,66.1321,77.4923,21.0906,67.4515,"GTEX-YEC3-2026-SM-5CVLQ"
"COAD(T=288,N=349)",Normal,47.3,5.19,21.4593,34.4291,37.3791,8.8897,4.11,1.6,10.7002,34.5511,15.31,15.6004,15.6502,13.0501,169.4706,81.4184,14.5495,342.5797,0,21.9194,107.8129,143.2697,14.8903,64.3593,"GTEX-11ZTS-1526-SM-5N9G7"
"COAD(T=288,N=349)",Normal,33.7908,8.1699,9.0501,41.1,17.9501,11.2299,9.0101,3.0901,14.5798,36.8696,9.4797,16.2595,22.3505,13.13,204.874,84.7583,15.8203,384.7283,0,55.2987,31.2992,80.1473,17.2296,45.5686,"GTEX-XUW1-1926-SM-4BOP1"
"COAD(T=288,N=349)",Normal,36.9899,7.0802,10.8601,50.2611,19.9101,9.84,7.5502,2.47,14.41,31.5694,8.3202,20.45,31.8993,14.7598,238.0456,81.8598,13.6402,543.6737,0.03,66.3019,62.4217,86.3775,12.0602,42.5287,"GTEX-QMRM-1226-SM-447C6"
"COAD(T=288,N=349)",Normal,33.2702,12.9698,6.6198,43.4404,14.9296,9.5603,8.1202,3.5001,13.14,38.6196,8.76,16.7596,30.6593,15.7296,254.6893,98.4477,22.0902,475.9931,0.11,39.8598,30.5003,62.3482,10.1201,28.889,"GTEX-WFG7-1526-SM-4LVMG"
"COAD(T=288,N=349)",Normal,26.7997,8.3099,8.8897,37.4803,12.47,8.6203,7.8998,2.36,11.4802,39.1588,8.2102,15.2095,22.4203,12.6099,146.9,93.1371,15.2497,336.9979,0.07,65.5706,21.6506,75.1489,12.5402,36.191,"GTEX-WH7G-1326-SM-4LVMS"
"COAD(T=288,N=349)",Normal,31.4907,7.4602,13.1701,51.2284,27.5093,15.6296,14.44,2.16,15.8599,44.8013,7.9498,16.3397,22.3505,17.1902,251.148,86.2877,19.67,378.3811,0,22.6296,57.739,76.4625,25.5003,62.808,"GTEX-Y3I4-1126-SM-4TT7Y"
"COAD(T=288,N=349)",Normal,38.6089,16.2798,14.6802,64.1989,33.3209,17.5502,18.1906,3.1399,16.53,49.5005,10.8503,23.6807,28.1205,18.8204,286.6596,126.6136,26.0795,519.5422,0.03,21.9802,50.7583,86.5573,30.1702,75.5721,"GTEX-12WSL-1626-SM-5GCMU"
"COAD(T=288,N=349)",Normal,36.4301,5.19,9.72,40.2095,16.4899,8.3099,6.7201,2.9899,9.2397,37.8589,9.72,16.0701,21.7997,15.4904,198.968,70.9819,15.6004,417.0558,0.06,55.1915,49.6792,72.6696,8.4399,26.7496,"GTEX-W5WG-2026-SM-4LMIB"
"COAD(T=288,N=349)",Normal,37.6391,8.3001,8.0301,50.6599,19.6101,8.3001,6.58,2.04,10.4004,38.8505,9.6803,17.4097,26.8909,14.94,205.6138,90.1018,21.8905,425.76,0.46,55.9813,65.0095,61.759,8.67,27.1193,"GTEX-147F3-1926-SM-5SIB9"
"COAD(T=288,N=349)",Normal,39.2294,5.19,18.5999,47.9803,36.6099,11.54,8.4499,2.2399,10.7098,43.6003,9.9601,23.0395,25.0796,13.0004,391.1278,46.6197,17.0502,838.3438,0,85.2473,51.4883,114.9918,10.5998,85.088,"GTEX-11EQ8-2626-SM-5N9BO"
"COAD(T=288,N=349)",Normal,38.899,14.2699,11.8703,58.9686,27.0892,17.6601,13.09,2.04,16.99,45.6793,13.4804,20.6194,26.8499,17.1402,234.2157,84.5178,20.7599,508.3919,0.11,24.2706,48.549,106.3508,31.8794,61.2984,"GTEX-111CU-1226-SM-5EGIN"
"COAD(T=288,N=349)",Normal,12.3598,14.6,4.9499,55.9309,12.7003,5.5598,9.3001,2.08,12.2804,21.4697,3.95,15.3398,29.9307,19.6305,344.7952,94.8506,9.7903,312.518,0.02,117.343,34.17,29.4205,12.6598,39.9013,"TCGA-AA-3655-11"
"COAD(T=288,N=349)",Normal,33.5504,10.5499,6.8599,50.2716,20.3807,9.0401,6.9,3.06,9.5298,41.2112,11.8497,14.94,27.1193,19.1401,177.8839,73.1801,21.7499,394.4767,0.03,53.8388,17.3002,57.711,7.6497,26.8109,"GTEX-ZV7C-1526-SM-5NQ72"
"COAD(T=288,N=349)",Normal,44.3594,9.9401,18.6399,49.7895,32.079,11.6898,10.2203,1.6601,12.4397,55.8883,10.1103,19.3107,16.69,14.43,256.8522,147.6554,19.7794,314.8008,0,20.8205,75.9291,103.9601,22.5794,73.8784,"GTEX-11TTK-2426-SM-5PNYO"
"COAD(T=288,N=349)",Normal,44.2703,12.4596,16.2595,59.3212,24.3904,18.3705,10.7799,2.6899,13.7104,48.941,12.8802,25.1196,31.7295,20.3003,206.8861,152.6825,21.1697,536.9699,0,20.1796,49.179,118.6681,24.3195,62.5213,"GTEX-ZY6K-1326-SM-5GZWP"
"COAD(T=288,N=349)",Normal,50.8111,5.5199,17.4302,30.1597,38.2308,9.1803,6.1901,1.29,8.5702,33.2702,9.4903,14.5203,13.7704,11.9702,149.6232,70.1893,17.01,299.2267,0,13.2305,48.1102,101.7007,15.2001,54.7913,"GTEX-13CF2-1826-SM-5N9GK"
"COAD(T=288,N=349)",Normal,24.2505,7.1102,5.6199,36.931,14.6203,6.6299,6.1602,2.4299,8.6802,29.1606,7.5199,12.6598,22.6296,12.1702,168.0552,61.4685,16.2798,374.1041,0.14,50.3483,18.1402,52.4501,6.0602,22.17,"GTEX-13PL7-2526-SM-5IFGR"
"COAD(T=288,N=349)",Normal,16.29,11.52,6.6101,55.6293,20.2497,7.23,8.2599,2.36,13.4003,22.9407,7.1102,17.6295,33.9693,18.2601,386.0373,88.9599,12.0201,559.2298,0.03,136.3896,31.1499,43.0508,13.2902,37.5609,"TCGA-AA-3697-11"
"COAD(T=288,N=349)",Normal,36.5288,5.8,8.1101,39.2104,15.77,7.4102,6.9,2.9201,9.7301,37.2395,11.4897,18.87,32.4097,18.1805,168.0902,73.2309,19.9903,415.2385,0.11,103.149,27.82,57.2806,8.7697,29.0296,"GTEX-133LE-1526-SM-5IFEN"
"COAD(T=288,N=349)",Normal,24.2102,4.3499,7.5601,39.1099,21.4593,4.0599,3.7699,2.09,9.2499,20.6595,3.7801,15.2803,23.7004,10.0802,259.2669,55.2604,9.2698,526.4298,0.02,70.0921,24.1498,92.8728,5.6901,31.5891,"GTEX-1399R-2226-SM-5P9JB"
"COAD(T=288,N=349)",Normal,16.4203,16.7004,7.3799,55.749,16.1103,7.4199,10.83,2.2399,13.1,28.2298,5.2101,16.9101,35.1112,23.5399,324.7972,89.8087,12.1197,305.62,0.17,107.3878,44.5999,42.8602,14.81,40.9095,"TCGA-AA-3662-11"
"COAD(T=288,N=349)",Normal,15.7198,12.5002,9.5603,43.6396,18.41,17.0999,11.83,2.16,16.9794,30.2707,5.99,19.4005,29.4409,25.8008,264.9901,70.9918,13.7904,372.8874,0,74.8319,41.9607,62.452,21.4906,51.449,"TCGA-A6-2675-11"
"COAD(T=288,N=349)",Normal,20.4203,6.1798,5.36,39.59,17.6797,7.3299,6.7402,1.53,10.09,29.8498,7.5001,13.7199,27.3496,13.7399,147.4611,75.1594,14.6304,375.455,0.02,49.449,15.2402,52.8588,6.8499,26.6903,"GTEX-Y5LM-1526-SM-4VDTA"
"COAD(T=288,N=349)",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GTEX-WFG8-1526-SM-5CHSI"
"COAD(T=288,N=349)",Normal,52.4501,8.4998,20.5794,40.5201,31.8993,10.7799,6.02,1.06,9.2801,41.6593,12.1298,16.0501,18.34,14.05,194.7653,100.009,20.1196,367.0152,0.05,26.0307,62.2403,119.3362,20.4104,67.789,"GTEX-1212Z-1826-SM-5FQSH"
"COAD(T=288,N=349)",Normal,40.4499,8.5199,8.64,76.1083,19.1295,11.8103,10.1799,2.3999,13.9297,49.9486,14.3901,21.7499,25.4191,16.63,243.5027,94.6011,25.4191,422.0285,0.07,83.1407,217.3827,64.7711,27.6891,28.6994,"GTEX-ZXES-1626-SM-5NQ7L"
"COAD(T=288,N=349)",Normal,26.2901,6.4298,5.6199,48.5995,14.9897,6.3299,3.95,1.48,8.9801,23.29,7.1102,12.5898,22.5904,9.9002,132.9177,63.2405,13.3697,305.239,0,91.3723,19.5396,56.7786,7.6497,22.5998,"GTEX-13111-0726-SM-5DUVE"
"COAD(T=288,N=349)",Normal,39.59,13.3604,16.2798,38.7913,34.2696,16.53,11.6598,3.35,13.68,55.5792,11.2003,22.6594,26.8202,16.3806,306.6598,81.6388,21.4697,440.5912,0,15.3898,29.3208,96.4617,25.2103,85.9296,"GTEX-131XE-1026-SM-5EGKE"
"COAD(T=288,N=349)",Normal,29.9909,6.03,7.6497,37.66,15.0898,6.3898,5.7599,3.2399,9.5503,33.1596,8.1,14.2699,25.8402,15.5098,183.1894,70.8787,14.5899,459.8428,0.02,77.7182,26.0705,63.1704,8.76,25.5499,"GTEX-ZEX8-1926-SM-4WKFR"
"COAD(T=288,N=349)",Normal,64.7711,6.9702,20.1098,39.5297,34.5798,12.6003,7.6101,1.6,10.9797,53.0902,12.6204,17.4302,16.21,11.6098,192.217,99.9882,17.7103,303.4248,0,11.4603,215.941,120.083,21.5802,69.0888,"GTEX-13OW8-2726-SM-5L3FZ"
"COAD(T=288,N=349)",Normal,42.2496,5.6199,13.1099,46.581,24.8202,8.4002,4.3499,1.33,8.1597,29.1303,7.5601,16.9301,17.6099,13.13,256.2298,90.0706,14.5002,476.4883,0.11,44.851,119.8585,120.7926,15.3005,52.6395,"GTEX-11ILO-2026-SM-5N9CQ"
"COAD(T=288,N=349)",Normal,58.2617,7.9399,25.5605,55.6101,32.7598,13.53,6.8201,1.82,9.1302,57.3283,12.9896,15.9602,15.7897,13.7904,287.2364,112.6722,24.0496,439.6454,0,39.5297,191.6981,110.1012,25.0692,60.989,"GTEX-145LS-2926-SM-5O99G"
"COAD(T=288,N=349)",Normal,46.7395,4.2799,13.7704,37.3895,32.2193,9.6201,5.4601,1.28,9.6301,42.6291,8.4499,16.4602,14.45,9.7598,231.0872,85.7927,16.3397,329.2628,0.04,33.751,254.125,110.8286,18.2297,56.8416,"GTEX-145MO-2426-SM-5NQ9W"
"COAD(T=288,N=349)",Normal,59.3994,8.1,18.0199,48.9817,30.2498,17.2296,7.7399,1.6601,9.9601,52.1383,13.07,19.2906,20.3906,16.1002,254.5657,117.5302,21.1404,472.7707,0,46.4005,151.0299,113.5424,23.3692,58.7402,"GTEX-13FHP-2426-SM-5KLZ5"
"COAD(T=288,N=349)",Normal,23.24,6.1901,4.4999,31.8993,13.8902,5.5298,4.0599,1.97,6.7001,31.0206,6.1499,9.5503,18.4497,13.7399,153.9577,64.9689,14.88,328.4649,0.11,181.861,24.4903,55.9115,5.5099,18.6696,"GTEX-13O21-2426-SM-5MR4A"
"COAD(T=288,N=349)",Normal,30.4496,9.8803,6.9398,46.0098,20.3807,10.0203,7.7598,2.9201,8.9801,49.2609,7.6998,18.9395,30.3296,20.1601,339.2008,60.0202,24.7497,674.8382,0,65.7299,8.7001,44.2396,8.9603,33.2195,"GTEX-132AR-2726-SM-5PNVN"
"COAD(T=288,N=349)",Normal,9.8502,12.1004,5.8298,50.2193,20.4104,7.6201,9.0501,2.9699,14.6599,24.5498,5.6402,16.5105,32.9603,23.4195,242.1226,68.5782,15.8896,429.9415,0,155.5776,21.8602,43.4314,13.3799,36.3293,"TCGA-AA-3527-11"
"COAD(T=288,N=349)",Normal,42.7801,10.6802,13.2497,56.6292,23.6397,17.3494,12.5802,1.8899,15.5701,40.5706,12.68,20.4302,25.9695,18.7605,237.7323,84.8288,16.5805,598.33,0.07,25.9101,45.6413,100.2519,25.9605,70.8197,"GTEX-XAJ8-0726-SM-47JY5"
"COAD(T=288,N=349)",Normal,28.0096,7.68,3.1999,43.6911,16.9994,9.3001,7.5601,2.8801,9.6602,42.2701,8.2599,14.5899,27.4103,16.9994,206.7428,66.2697,20.4104,519.2902,0.23,20.2497,35.9709,48.0602,10.4698,28.2592,"GTEX-ZYWO-1626-SM-5E44H"
"COAD(T=288,N=349)",Normal,44.2396,8.4499,15.5001,46.6909,30.12,13.1701,7.5901,1.17,7.8398,47.9404,9.6501,17.1296,15.3696,13.2902,238.3262,83.6784,20.5694,396.2306,0,19.8894,49.3087,103.5573,17.1498,55.1303,"GTEX-147GR-2826-SM-5RQK8"
"COAD(T=288,N=349)",Normal,60.7695,10.5697,16.8201,45.8792,31.5191,14.0198,12.4899,2.8501,16.99,54.8711,15.0199,20.3595,21.7499,13.8096,223.8663,126.027,27.9495,453.7006,0,16.1405,73.8118,122.3939,26.7292,77.1814,"GTEX-XUW1-1826-SM-4BOQD"
"COAD(T=288,N=349)",Normal,23.8008,6.5499,5.63,39.6696,14.3403,5.8899,4.77,1.38,9.9497,26.2591,6.4799,14.88,22.8296,12.5202,136.882,48.4415,12.4803,318.5322,0.05,83.1407,31.0292,56.0318,7.5199,29.1606,"GTEX-11DXX-1826-SM-5H126"
"COAD(T=288,N=349)",Normal,47.1005,10.6403,16.3205,68.5022,28.62,17.0999,12.7603,1.73,15.9503,53.7903,13.6999,24.6402,32.2506,17.6895,234.167,103.4712,23.3806,522.1054,0.07,22.7207,74.7386,106.7126,27.3894,68.251,"GTEX-1122O-1426-SM-5H11R"
"COAD(T=288,N=349)",Normal,64.4486,6.1499,10.0203,40.9209,14.5103,10.52,6.9798,2.3999,8.0001,47.1103,14.05,18.2803,18.8295,12.1298,230.3197,95.2129,16.5403,373.1459,0,61.4813,194.3742,94.1106,16.0701,45.8887,"GTEX-ZAB4-2226-SM-5HL97"
"COAD(T=288,N=349)",Normal,36.8901,6.34,25.4509,41.5209,47.2902,11.3804,7.1602,1.62,10.4698,39.8488,10.7202,19.7,18.08,14.67,221.5508,70.3208,16.9301,397.0003,0,14.4901,235.616,126.8332,14.81,59.9786,"GTEX-12WSM-1426-SM-5GCPA"
"COAD(T=288,N=349)",Normal,42.7089,11.4001,23.7596,47.7812,26.6294,13.5197,13.6904,1.62,14.5103,36.1209,12.6204,20.7096,21.1697,15.5098,179.6683,84.0795,17.5004,397.6337,0,163.9931,24.7497,123.3136,23.6102,72.6595,"GTEX-WXYG-1726-SM-4ONCU"
"COAD(T=288,N=349)",Normal,14.9503,12.4899,7.22,45.5086,22.3707,9.1403,7.3902,2.16,14.94,24.6692,5.4499,16.7306,29.2294,19.7698,278.4925,72.5689,11.8999,375.1168,0,130.5437,38.4407,49.5314,15.9702,41.1712,"TCGA-AA-3663-11"
"COAD(T=288,N=349)",Normal,65.2397,6.0998,20.5595,40.61,36.5212,11.3198,5.9801,1.63,8.9901,34.17,11.8703,17.1201,16.1595,12.8802,196.3648,71.9878,19,353.0175,0,72.9978,76.6005,131.2787,18.6994,67.4188,"GTEX-11EMC-1426-SM-5N9E4"
"COAD(T=288,N=349)",Normal,30.2791,5.04,9.6803,35.2893,17.9302,6.8499,5.0501,1.8,8.6598,30.5596,6.6501,12.8704,20.5495,11.2501,132.9822,76.6801,14.9897,234.2644,0,60.3205,34.3195,68.1518,10.3199,26.8797,"GTEX-U3ZM-1126-SM-4DXUB"
"COAD(T=288,N=349)",Normal,34.9509,8.67,6.84,37.7201,18.7306,10.6499,6.75,2.95,9.81,39.7495,10.6499,17.5904,24.9703,12.9097,265.9285,62.6081,15.9901,500.0044,0,77.1119,25.9605,73.9194,10.35,31.0098,"GTEX-131XE-0826-SM-5HL9W"
"COAD(T=288,N=349)",Normal,25.4597,11.5897,12.1896,62.7993,16.9394,16.99,12.7196,2.1,12.9698,43.1912,10.34,24.36,28.5704,16.45,239.8675,117.1804,16.4294,346.9529,0.06,33.5992,63.0392,83.8991,26.5501,49.3395,"GTEX-ZA64-1426-SM-5CVMC"
