CODE,Group,purity,TMB,HRD,LOH,MATH,MSI,NEO,ploidy,SampleName
LUSC,Tumor,0.92,4.68,30,0.373222855,26.71351351,0.3295,29,1.76,TCGA-56-7823-01
LUSC,Tumor,0.42,2.86,37,0.18059988,61.07566038,0.2642,2,3.83,TCGA-85-8072-01
LUSC,Tumor,0.29,3.1,22,0.367398154,77.25425287,0.287,9,4.35,TCGA-21-1071-01
LUSC,Tumor,0.27,2.7,17,0.243764952,45.7208982,0.3431,6,2,TCGA-77-8008-01
LUSC,Tumor,0.38,0.98,30,0.127544116,32.50264151,0.3147,10,2.05,TCGA-96-A4JL-01
LUSC,Tumor,0.26,17.54,59,0.333633032,69.63727273,0.2783,125,5.65,TCGA-60-2698-01
LUSC,Tumor,0.85,2.32,38,0.355617987,44.72592586,0.3154,27,1.92,TCGA-63-7023-01
LUSC,Tumor,0.73,5.28,52,0.396404996,66.54183811,0.2945,11,3.38,TCGA-22-4591-01
LUSC,Tumor,0.35,4.36,48,0.374318915,56.48241368,0.3437,20,3.26,TCGA-58-8386-01
LUSC,Tumor,0.52,9.54,64,0.415511223,69.70465696,0.31,50,1.84,TCGA-94-8491-01
LUSC,Tumor,0.82,9.84,51,0.279023158,50.86984153,0.3428,25,3.11,TCGA-NC-A5HN-01
LUSC,Tumor,0.61,10.42,47,0.279368498,78.02205128,0.3063,14,3.3,TCGA-77-7141-01
LUSC,Tumor,0.59,1.96,22,0.317001427,27.32436747,0.2992,10,1.83,TCGA-90-7766-01
LUSC,Tumor,0.75,3.42,57,0.248018345,54.42144874,0.3108,52,3.44,TCGA-85-8354-01
LUSC,Tumor,0.66,7.96,34,0.199892408,54.45653317,0.3158,38,3.27,TCGA-63-A5MW-01
LUSC,Tumor,0.58,3.44,19,0.451920746,50.8988454,0.2824,35,2.8,TCGA-60-2708-01
LUSC,Tumor,0.77,3.1,31,0.292519034,49.20466231,0.2989,17,2.71,TCGA-22-4593-01
LUSC,Tumor,0.64,2.6,27,0.566900804,64.88139157,0.3041,10,2.88,TCGA-34-5240-01
LUSC,Tumor,0.38,29.76,28,0.084446569,31.05445946,0.3216,11,4.44,TCGA-90-A4ED-01
LUSC,Tumor,0.44,3.7,27,0.409907993,41.18333333,0.2554,16,1.77,TCGA-66-2771-01
LUSC,Tumor,0.59,4.2,46,0.526180309,43.12437105,0.3328,8,3.26,TCGA-94-A5I4-01
LUSC,Tumor,0.43,3.6,53,0.481024066,43.37255263,0.3125,0,1.75,TCGA-85-A53L-01
LUSC,Tumor,0.24,5.74,51,0.264003796,64.74179,0.2625,15,4.98,TCGA-22-4594-01
LUSC,Tumor,0.61,3.22,24,0.301601574,63.66320465,0.268,6,1.95,TCGA-60-2721-01
LUSC,Tumor,0.37,2.12,15,0.27076443,48.38673121,0.3126,5,3.27,TCGA-85-8052-01
LUSC,Tumor,0.52,4.32,35,0.332892536,57.74387945,0.2823,9,3.45,TCGA-43-3920-01
LUSC,Tumor,0.18,1.3,9,0.317187071,22.6375894,0.2669,2,1.78,TCGA-22-1000-01
LUSC,Tumor,0.56,4.76,36,0.269038658,30.94891957,0.291,6,1.89,TCGA-52-7812-01
LUSC,Tumor,0.67,5.5,36,0.218465654,57.31284936,0.2914,8,3.59,TCGA-22-5491-01
LUSC,Tumor,0.32,5.06,40,0.447417033,48.43944444,0.2895,31,2.52,TCGA-70-6722-01
LUSC,Tumor,0.26,4.62,56,0.280009739,58.97934307,0.3331,25,3.47,TCGA-85-8276-01
LUSC,Tumor,0.73,5.78,48,0.347678204,32.71444764,0.3228,14,2.04,TCGA-NC-A5HT-01
LUSC,Tumor,0.37,8.16,46,0.341871702,38.24891987,0.3415,11,1.89,TCGA-56-8625-01
LUSC,Tumor,0.26,5.12,28,0.395448621,47.67180952,0.2981,30,3.17,TCGA-60-2703-01
LUSC,Tumor,0.77,6.1,59,0.670876932,61.34862191,0.3454,26,2.41,TCGA-NC-A5HH-01
LUSC,Tumor,0.81,5.28,31,0.347516372,42.21746555,0.287,18,3.52,TCGA-60-2722-01
LUSC,Tumor,0.54,3.1,72,0.376774346,53.91272727,0.2805,6,2.74,TCGA-33-4582-01
LUSC,Tumor,0.27,4.18,41,0.332341401,48.4726894,0.3252,9,3.15,TCGA-85-8666-01
LUSC,Tumor,0.34,5.52,30,0.456831738,35.88041632,0.31,20,1.63,TCGA-68-7757-01
LUSC,Tumor,0.5,4.04,43,0.321354263,33.7502439,0.328,0,1.9,TCGA-92-8065-01
LUSC,Tumor,0.48,4.22,34,0.27331703,43.05824176,0.2652,13,2.87,TCGA-60-2726-01
LUSC,Tumor,0.4,2.1,24,0.349199371,42.36,0.2693,7,2.01,TCGA-39-5021-01
LUSC,Tumor,0.75,3.28,18,0.383677805,26.33429371,0.3033,1,1.74,TCGA-34-5929-01
LUSC,Tumor,0.52,4.2,52,0.545011817,68.69502132,0.3165,3,2.73,TCGA-52-7809-01
LUSC,Tumor,0.69,7.14,45,0.506405487,58.36735637,0.3553,50,2.91,TCGA-6A-AB49-01
LUSC,Tumor,0.36,5.86,42,0.245237246,36.60786811,0.2714,12,2.27,TCGA-37-3783-01
LUSC,Tumor,0.59,5.8,31,0.400985569,27.23645215,0.2925,60,1.75,TCGA-43-7656-01
LUSC,Tumor,0.67,1.8,39,0.391863529,48.8042623,0.3133,0,1.76,TCGA-85-8479-01
LUSC,Tumor,0.33,4.42,43,0.397995406,39.39465913,0.3286,25,1.92,TCGA-85-8580-01
LUSC,Tumor,0.22,3.02,7,0.23342098,36.03480781,0.298,7,2.06,TCGA-63-7022-01
LUSC,Tumor,0.76,1.44,11,0.157830251,42.43596025,0.2732,2,1.95,TCGA-18-3408-01
LUSC,Tumor,0.4,4.32,29,0.242487947,36.55876161,0.3117,5,2.05,TCGA-56-8626-01
LUSC,Tumor,0.44,3.62,41,0.38914471,63.37613153,0.3229,7,3.26,TCGA-77-A5G8-01
LUSC,Tumor,0.17,4.82,36,0.223449605,33.888,0.309,6,1.89,TCGA-43-A56U-01
LUSC,Tumor,0.49,3.98,55,0.329925193,73.7464745,0.2899,4,4.22,TCGA-39-5037-01
LUSC,Tumor,0.68,4.2,45,0.275353239,54.5038756,0.351,15,3.29,TCGA-77-8148-01
LUSC,Tumor,0.81,3.32,22,0.25858105,39.96287728,0.2797,13,2.52,TCGA-60-2695-01
LUSC,Tumor,0.47,5.34,66,0.399378462,54.68341336,0.2679,6,3.21,TCGA-18-3421-01
LUSC,Tumor,0.41,5.96,14,0.30382141,35.80428571,0.2998,88,1.86,TCGA-56-6546-01
LUSC,Tumor,0.57,3.52,32,0.4444788,36.14324567,0.3314,12,1.75,TCGA-43-A56V-01
LUSC,Tumor,0.26,3.12,15,0.309192017,46.76085822,0.3097,2,1.97,TCGA-39-5022-01
LUSC,Tumor,0.28,7.74,18,0.116543492,50.94061538,0.3045,17,3.4,TCGA-22-5479-01
LUSC,Tumor,0.45,2.4,34,0.207926288,46.08351339,0.3102,10,3.87,TCGA-56-A4BY-01
LUSC,Tumor,0.62,5.02,18,0.229737435,26.06905,0.2698,29,2,TCGA-37-4132-01
LUSC,Tumor,0.63,3.84,45,0.437518538,35.14593068,0.2769,3,1.79,TCGA-60-2713-01
LUSC,Tumor,0.48,2.94,48,0.440009895,49.9835923,0.2727,26,2.82,TCGA-18-3415-01
LUSC,Tumor,0.4,3.7,29,0.396607792,42.27493976,0.2101,18,1.82,TCGA-85-6561-01
LUSC,Tumor,0.37,3.92,26,0.331041612,27.94107098,0.3277,14,1.74,TCGA-O2-A52V-01
LUSC,Tumor,0.12,4.64,11,0.121384648,39.74528638,0.2718,1,1.88,TCGA-22-1005-01
LUSC,Tumor,0.61,4.04,20,0.331350965,34.49716145,0.3192,53,1.74,TCGA-85-8288-01
LUSC,Tumor,0.55,5.64,44,0.334078242,36.51158912,0.277,14,1.97,TCGA-66-2789-01
LUSC,Tumor,0.49,2.22,20,0.336523874,57.3978,0.3293,14,3.01,TCGA-85-8351-01
LUSC,Tumor,0.56,3.98,50,0.488940537,65.78636364,0.3501,28,2.77,TCGA-85-8277-01
LUSC,Tumor,0.66,2.56,23,0.328901532,58.9541411,0.3201,1,3.15,TCGA-77-8143-01
LUSC,Tumor,0.24,1.44,14,0.202638011,47.08444559,0.3006,0,3.43,TCGA-22-4605-01
LUSC,Tumor,0.53,5.22,50,0.432858173,75.77733333,0.2979,2,4.44,TCGA-18-3411-01
LUSC,Tumor,0.64,4.36,24,0.393363662,69.99582392,0.2752,11,1.77,TCGA-39-5036-01
LUSC,Tumor,0.67,2.78,64,0.391072094,86.52065261,0.3368,14,5.7,TCGA-77-8009-01
LUSC,Tumor,0.52,9.26,19,0.358167971,39.12416667,0.2878,26,3.48,TCGA-33-4583-01
LUSC,Tumor,0.32,4.98,46,0.441307277,45.64245442,0.3128,10,3.31,TCGA-56-6545-01
LUSC,Tumor,0.29,2.32,13,0.146346687,33.11189855,0.2734,6,1.99,TCGA-34-2608-01
LUSC,Tumor,0.93,4.34,44,0.300173012,35.18435012,0.3255,19,1.92,TCGA-O2-A5IB-01
LUSC,Tumor,0.62,10.5,42,0.314523748,37.87076087,0.2747,41,1.99,TCGA-22-4613-01
LUSC,Tumor,0.69,2.44,12,0.000232693,52.78960291,0.2654,0,2.19,TCGA-22-4596-01
LUSC,Tumor,0.46,8.64,16,0.235056773,38.6059836,0.3019,52,3.46,TCGA-34-8455-01
LUSC,Tumor,0.71,2.56,15,0.282127142,37.32663529,0.3163,18,1.95,TCGA-22-5480-01
LUSC,Tumor,0.64,4.84,34,0.47822713,63.60608424,0.3496,13,3.1,TCGA-77-8128-01
LUSC,Tumor,0.63,3.22,32,0.292353565,54.735163,0.2855,15,3.52,TCGA-51-4081-01
LUSC,Tumor,0.85,5.24,57,0.389238498,60.77546573,0.2917,15,3.44,TCGA-66-2793-01
LUSC,Tumor,0.94,4.92,38,0.370257199,48.726639,0.3225,28,2.81,TCGA-56-7223-01
LUSC,Tumor,0.74,2.84,20,0.252761135,30.40157526,0.2883,2,1.93,TCGA-77-6843-01
LUSC,Tumor,0.58,3.2,24,0.319534607,71.92418244,0.3295,7,3.28,TCGA-94-7943-01
LUSC,Tumor,0.7,4.8,32,0.500331364,68.76312217,0.3122,36,4.08,TCGA-33-4533-01
LUSC,Tumor,0.65,1.86,41,0.225379392,51.91338781,0.2774,6,3.17,TCGA-60-2711-01
LUSC,Tumor,0.47,14.62,79,0.525602507,61.87970339,0.3037,26,3.65,TCGA-46-3769-01
LUSC,Tumor,0.66,4.82,39,0.286606043,35.78689655,0.2824,17,2.04,TCGA-66-2795-01
LUSC,Tumor,0.49,2.94,42,0.337808188,41.89956522,0.2644,16,1.91,TCGA-33-4547-01
LUSC,Tumor,0.5,5.68,17,0.40724416,28.66739483,0.3322,37,1.68,TCGA-NK-A5CT-01
LUSC,Tumor,0.32,3.34,26,0.269502738,41.02792453,0.3057,1,2.13,TCGA-39-5024-01
LUSC,Tumor,0.21,5.84,38,0.331461182,50.97363671,0.31,10,2.59,TCGA-85-8582-01
LUSC,Tumor,0.33,10.52,58,0.312286158,52.85382442,0.3318,31,3.2,TCGA-43-8118-01
LUSC,Tumor,0.32,5.04,23,0.260214542,40.67483377,0.3433,4,3.59,TCGA-85-8350-01
LUSC,Tumor,0.3,3.1,24,0.225254481,45.64101516,0.3299,12,3.65,TCGA-98-A539-01
LUSC,Tumor,0.75,6.28,39,0.439473992,35.99879979,0.3299,28,1.76,TCGA-O2-A52S-01
LUSC,Tumor,0.41,3.78,25,0.226424255,33.23068966,0.3007,3,2.07,TCGA-77-7335-01
LUSC,Tumor,0.57,6.9,34,0.352715614,62.18207786,0.3669,21,3.34,TCGA-21-5783-01
LUSC,Tumor,0.18,3.52,27,0.36824459,59.49558592,0.2948,17,4.25,TCGA-34-5236-01
LUSC,Tumor,0.81,3.72,21,0.214190669,66.52422761,0.325,54,3.41,TCGA-63-A5MU-01
LUSC,Tumor,0.36,1.82,21,0.342402962,51.96742268,0.3166,26,3.29,TCGA-O2-A52W-01
LUSC,Tumor,0.75,4.44,30,0.388231938,94.36579412,0.2944,14,3.03,TCGA-21-1075-01
LUSC,Tumor,0.62,2.76,32,0.493813182,51.76584671,0.3094,5,3.4,TCGA-56-7582-01
LUSC,Tumor,0.49,7.32,31,0.390913427,60.6080894,0.3441,13,2.72,TCGA-85-6560-01
LUSC,Tumor,0.42,3.76,30,0.326987496,75.36342965,0.2849,18,3.09,TCGA-98-8022-01
LUSC,Tumor,0.9,3.66,31,0.205531732,55.20251918,0.3135,16,3.7,TCGA-46-6026-01
LUSC,Tumor,0.58,12.7,45,0.464520012,55.08098662,0.3082,86,2.93,TCGA-22-5473-01
LUSC,Tumor,0.6,26.26,36,0.150317029,48.67312851,0.2724,1,3.41,TCGA-21-1079-01
LUSC,Tumor,0.17,6.88,62,0.365437667,47.19671544,0.3045,40,2.68,TCGA-NC-A5HJ-01
LUSC,Tumor,0.7,5.1,52,0.254893844,50.75896552,0.2907,69,3,TCGA-22-5481-01
LUSC,Tumor,0.32,5.86,32,0.203690553,49.50944796,0.2668,6,3.39,TCGA-66-2769-01
LUSC,Tumor,0.52,2.16,27,0.23870265,53.19577923,0.2656,12,1.97,TCGA-77-7338-01
LUSC,Tumor,0.43,3.96,31,0.402867232,39.10985586,0.3092,7,2.14,TCGA-22-5489-01
LUSC,Tumor,0.6,3.14,45,0.365470349,51.185,0.3594,16,3.12,TCGA-33-AASJ-01
LUSC,Tumor,0.66,1.86,36,0.362899508,46.2692562,0.2894,3,1.91,TCGA-22-0944-01
LUSC,Tumor,0.23,3.56,38,0.523743963,62.2112153,0.297,3,2.96,TCGA-77-8156-01
LUSC,Tumor,0.76,2.82,39,0.439555024,42.71898305,0.3216,2,1.77,TCGA-77-8153-01
LUSC,Tumor,0.47,3.3,56,0.229679303,47.68728659,0.2741,28,3.73,TCGA-66-2727-01
LUSC,Tumor,0.4,3.56,40,0.372068484,34.38532647,0.2765,38,1.82,TCGA-22-0940-01
LUSC,Tumor,0.71,7.84,25,0.288499429,35.17574325,0.333,21,1.88,TCGA-90-7964-01
LUSC,Tumor,0.3,4.36,21,0.415098521,48.68571235,0.3096,2,2.86,TCGA-58-8393-01
LUSC,Tumor,0.2,6.72,56,0.445059027,48.78007334,0.3265,44,3.34,TCGA-63-A5MS-01
LUSC,Tumor,0.56,1.88,37,0.506915436,61.02480668,0.3165,28,2.79,TCGA-77-A5GF-01
LUSC,Tumor,0.77,18.58,32,0.32125616,50.13698957,0.9428,357,1.88,TCGA-21-1080-01
LUSC,Tumor,0.75,3.34,42,0.277731411,64.37451537,0.3156,15,3.21,TCGA-43-7658-01
LUSC,Tumor,0.3,3.26,27,0.253879641,41.18333333,0.2733,10,3.9,TCGA-66-2755-01
LUSC,Tumor,0.46,8.58,52,0.392744308,61.29980769,0.3238,71,3.46,TCGA-O2-A52N-01
LUSC,Tumor,0.63,1.04,14,0.311344973,73.61213597,0.2758,1,1.82,TCGA-22-4607-01
LUSC,Tumor,0.59,4.98,53,0.584860242,57.98287129,0.285,30,1.75,TCGA-43-2578-01
LUSC,Tumor,0.53,5.5,27,0.329415323,38.47647076,0.3043,18,1.88,TCGA-33-6738-01
LUSC,Tumor,0.33,3.32,60,0.340254395,55.26179272,0.3052,1,2.83,TCGA-63-A5MP-01
LUSC,Tumor,0.2,1.92,21,0.109437831,59.55355305,0.2783,4,4.7,TCGA-33-4589-01
LUSC,Tumor,0.33,3.18,31,0.30394072,54.21674641,0.3093,18,3.62,TCGA-85-7844-01
LUSC,Tumor,0.39,2.68,51,0.501034578,34.28619922,0.2788,2,1.75,TCGA-18-4721-01
LUSC,Tumor,0.51,1.52,19,0.219979659,26.79499763,0.2749,0,1.98,TCGA-66-2765-01
LUSC,Tumor,0.8,6.26,38,0.396259136,57.71824037,0.3265,18,3.09,TCGA-56-7730-01
LUSC,Tumor,0.39,3.94,35,0.379049172,41.21125424,0.323,7,1.97,TCGA-63-A5MT-01
LUSC,Tumor,0.56,3.76,33,0.329553616,33.77949177,0.3041,6,1.96,TCGA-22-5492-01
LUSC,Tumor,0.81,3.36,34,0.428253708,33.69545455,0.3424,11,1.83,TCGA-56-8082-01
LUSC,Tumor,0.61,8.32,46,0.517970063,57.09016976,0.3216,27,2.92,TCGA-NC-A5HD-01
LUSC,Tumor,0.58,6.9,50,0.395268046,41.37877966,0.3192,25,1.86,TCGA-96-7544-01
LUSC,Tumor,0.59,5.72,43,0.276474615,49.78905804,0.3287,61,3.49,TCGA-L3-A524-01
LUSC,Tumor,0.75,6.22,77,0.515760612,60.230625,0.2951,12,2.95,TCGA-66-2766-01
LUSC,Tumor,0.47,3.68,22,0.159906941,31.23792003,0.3113,36,2.07,TCGA-56-8622-01
LUSC,Tumor,0.52,4.54,37,0.456098162,44.16255319,0.3407,18,3.12,TCGA-85-7950-01
LUSC,Tumor,0.75,9.82,38,0.404846248,62.82128943,0.3383,6,3.53,TCGA-NC-A5HG-01
LUSC,Tumor,0.36,4.82,41,0.441917147,33.28856604,0.314,29,3.08,TCGA-34-A5IX-01
LUSC,Tumor,0.38,2.82,43,0.314777823,36.3237,0.3194,48,1.99,TCGA-58-8387-01
LUSC,Tumor,0.79,16.46,30,0.284084126,46.1456822,0.5683,309,1.97,TCGA-94-8490-01
LUSC,Tumor,0.35,2.24,26,0.359257855,41.00904781,0.2621,18,1.73,TCGA-60-2725-01
LUSC,Tumor,0.36,4.48,27,0.384440486,47.09434686,0.297,36,1.83,TCGA-85-7697-01
LUSC,Tumor,0.96,4.76,21,0.198537732,22.86204106,0.2726,20,2.03,TCGA-51-4080-01
LUSC,Tumor,0.4,2.22,52,0.42384919,47.7211875,0.2762,13,3.16,TCGA-66-2781-01
LUSC,Tumor,0.72,3.06,27,0.304263525,56.71147541,0.3133,1,3.1,TCGA-77-7139-01
LUSC,Tumor,0.29,1.2,18,0.209919147,50.02360305,0.2524,9,3.46,TCGA-18-3407-01
LUSC,Tumor,0.41,5.7,52,0.380802772,50.98888889,0.3382,10,3.23,TCGA-LA-A446-01
LUSC,Tumor,0.42,2.78,22,0.326901091,40.40823116,0.3413,18,1.87,TCGA-96-8169-01
LUSC,Tumor,0.78,3.16,85,0.603948873,66.92614999,0.3351,12,2.79,TCGA-77-7140-01
LUSC,Tumor,0.31,4.68,41,0.532918871,56.69699799,0.2814,6,3.69,TCGA-18-3417-01
LUSC,Tumor,0.39,3.34,30,0.247407516,34.35378008,0.329,0,2.07,TCGA-33-A4WN-01
LUSC,Tumor,0.44,2.1,44,0.343332344,39.67521127,0.3068,5,1.88,TCGA-94-7033-01
LUSC,Tumor,0.15,2.74,24,0.358682963,53.53833333,0.3014,16,3.4,TCGA-60-2709-01
LUSC,Tumor,0.3,3.78,12,0.233617662,43.60588235,0.3033,25,1.87,TCGA-39-5030-01
LUSC,Tumor,0.41,9.18,30,0.244361186,61.48950598,0.2684,12,2.83,TCGA-66-2773-01
LUSC,Tumor,0.35,20.94,9,0.139854379,32.56936154,0.4423,347,1.95,TCGA-63-A5MM-01
LUSC,Tumor,0.58,3.92,57,0.445005683,40.30114964,0.3325,0,1.96,TCGA-58-A46L-01
LUSC,Tumor,0.59,8.26,31,0.350170233,67.5504142,0.3108,64,3.04,TCGA-39-5040-01
LUSC,Tumor,0.52,6.38,34,0.368138004,37.18951848,0.329,18,1.96,TCGA-98-A53I-01
LUSC,Tumor,0.39,7.2,12,0.255296419,44.75006492,0.3119,43,2.11,TCGA-92-7340-01
LUSC,Tumor,0.34,4.36,29,0.373870713,51.84761759,0.3249,15,3.01,TCGA-85-8287-01
LUSC,Tumor,0.54,5.38,62,0.359718314,53.74425,0.2793,49,3.1,TCGA-63-5131-01
LUSC,Tumor,0.95,4.1,45,0.340906747,56.18702384,0.3321,7,1.89,TCGA-85-8070-01
LUSC,Tumor,0.46,1.66,30,0.298948123,32.88969368,0.3289,10,1.78,TCGA-L3-A4E7-01
LUSC,Tumor,0.91,2.8,36,0.229685774,24.07621001,0.3165,29,1.99,TCGA-56-8083-01
LUSC,Tumor,0.48,3.36,34,0.379568278,37.54699446,0.3477,8,1.79,TCGA-94-8035-01
LUSC,Tumor,0.67,11.2,37,0.293138188,44.51274067,0.3,41,3.07,TCGA-34-5231-01
LUSC,Tumor,0.88,3.58,44,0.184301722,52.24905188,0.2941,17,3.91,TCGA-33-4587-01
LUSC,Tumor,0.55,2.42,31,0.302346836,49.42,0.3074,22,2.7,TCGA-85-A510-01
LUSC,Tumor,0.54,4.1,36,0.281929936,68.59791045,0.3121,3,3.28,TCGA-37-A5EN-01
LUSC,Tumor,0.86,5.36,43,0.287776842,48.66979127,0.3217,53,3.42,TCGA-43-6143-01
LUSC,Tumor,0.65,4,31,0.387510716,65.78019231,0.3286,4,3.28,TCGA-85-8664-01
LUSC,Tumor,0.38,1.96,19,0.374760803,31.9768735,0.2637,7,1.93,TCGA-66-2778-01
LUSC,Tumor,0.2,3.76,16,0.235468894,48.56959044,0.3043,32,2.78,TCGA-85-8049-01
LUSC,Tumor,0.48,3.04,25,0.498194679,45.28421566,0.3145,46,3.13,TCGA-63-7020-01
LUSC,Tumor,0.5,5.72,37,0.265511086,54.03969565,0.3199,6,2.87,TCGA-NC-A5HQ-01
LUSC,Tumor,0.4,2.06,35,0.434253704,34.4415245,0.309,8,1.78,TCGA-96-7545-01
LUSC,Tumor,0.45,4.82,50,0.509869316,37.065,0.2799,37,1.65,TCGA-66-2791-01
LUSC,Tumor,0.41,3.34,19,0.352488872,40.948,0.2746,4,1.89,TCGA-66-2788-01
LUSC,Tumor,0.7,3.4,33,0.334816622,33.67456223,0.3069,7,3.1,TCGA-22-5483-01
LUSC,Tumor,0.77,4.36,17,0.424612996,23.70405612,0.3135,18,1.77,TCGA-34-5927-01
LUSC,Tumor,0.49,1.74,7,0.230015628,37.4324653,0.3016,14,1.85,TCGA-68-7756-01
LUSC,Tumor,0.31,3.56,37,0.46777894,59.71583333,0.3065,87,3,TCGA-92-8064-01
LUSC,Tumor,0.69,3.08,35,0.265401893,35.47617575,0.2945,12,1.82,TCGA-79-5596-01
LUSC,Tumor,0.36,8.06,44,0.434951089,52.32705882,0.2756,30,3.15,TCGA-66-2787-01
LUSC,Tumor,0.28,1.96,19,0.173984465,44.46983592,0.3229,14,3.89,TCGA-56-8624-01
LUSC,Tumor,0.51,4.6,59,0.45683331,51.82380989,0.2991,17,2.99,TCGA-18-3416-01
LUSC,Tumor,0.62,4.9,35,0.344007586,45.67089655,0.3227,30,3.51,TCGA-68-7755-01
LUSC,Tumor,0.5,7.28,50,0.460622028,56.5691622,0.3148,40,2.65,TCGA-21-5787-01
LUSC,Tumor,0.66,3.2,30,0.260528566,34.68135637,0.3099,25,1.96,TCGA-77-6844-01
LUSC,Tumor,0.77,5.68,26,0.19082718,44.05216551,0.2849,15,2.21,TCGA-18-3414-01
LIHC,Tumor,0.49,1.74,23,0.207400189,26.50376296,0.3126,5,2.03,TCGA-DD-AAW0-01
LIHC,Tumor,0.88,1.94,19,0.068807467,20.66654545,0.3295,5,2.04,TCGA-DD-AACA-01
LIHC,Tumor,0.53,1.2,11,0.05820534,23.6637338,0.3082,2,2.13,TCGA-K7-AAU7-01
LIHC,Tumor,0.92,1.18,26,0.224235504,38.78420991,0.3184,4,1.87,TCGA-RC-A7SH-01
LIHC,Tumor,0.81,0.78,35,0.274772506,38.08695679,0.3581,13,1.9,TCGA-CC-A3MA-01
LIHC,Tumor,0.8,0.96,19,0.18095884,25.48354185,0.3267,8,1.83,TCGA-RC-A7SB-01
LIHC,Tumor,0.79,0.72,17,0.16145834,28.02745762,0.3061,41,2,TCGA-DD-AAVZ-01
LIHC,Tumor,0.34,2.24,29,0.238058673,74.42055193,0.3079,8,3.5,TCGA-DD-AAVV-01
LIHC,Tumor,0.55,2.12,12,0.067804409,21.44950125,0.3433,1,1.94,TCGA-BC-4073-01
LIHC,Tumor,0.86,1.42,23,0.220966021,22.2181379,0.3269,5,1.86,TCGA-QA-A7B7-01
LIHC,Tumor,0.64,2.28,19,0.110173021,43.38175634,0.2731,9,1.98,TCGA-HP-A5N0-01
LIHC,Tumor,0.75,2.24,16,0.061531857,20.92440321,0.3063,0,2.12,TCGA-DD-AAEI-01
LIHC,Tumor,0.54,3.44,8,0.013120726,27.5684081,0.3024,7,2.4,TCGA-DD-AACT-01
LIHC,Tumor,0.7,1.26,6,0.036102464,29.652,0.3534,2,2.31,TCGA-DD-A39V-01
LIHC,Tumor,0.69,1.04,12,0.353730666,28.21321933,0.3118,2,1.91,TCGA-ZP-A9D2-01
LIHC,Tumor,0.59,1.46,18,0.084243852,63.26493506,0.2818,3,3.97,TCGA-FV-A4ZP-01
LIHC,Tumor,0.93,0.88,33,0.170542519,47.63471264,0.31,2,2.01,TCGA-DD-AACS-01
LIHC,Tumor,0.82,1.3,8,0.055667101,30.27625263,0.2747,12,2.21,TCGA-DD-A4NK-01
LIHC,Tumor,0.91,2.12,12,0.058919319,22.49827504,0.3149,11,2.01,TCGA-DD-AACX-01
LIHC,Tumor,0.67,1.18,21,0.148707001,43.90984567,0.3181,12,3.22,TCGA-DD-AAE0-01
LIHC,Tumor,0.58,2.18,18,0.05041199,65.16266129,0.2977,4,4.12,TCGA-DD-AADA-01
LIHC,Tumor,0.33,0.98,18,0.146352337,24.27919054,0.3129,11,3.65,TCGA-DD-A1EI-01
LIHC,Tumor,0.93,1.12,30,0.228352734,30.88839949,0.2924,8,3.64,TCGA-BC-A5W4-01
LIHC,Tumor,0.7,1.3,33,0.147076598,27.19163558,0.3293,18,2.03,TCGA-BC-A10T-01
LIHC,Tumor,0.88,11.92,11,0.042006412,22.48114769,0.3271,14,2.23,TCGA-CC-A7IH-01
LIHC,Tumor,0.94,2.36,23,0.087048732,22.86293114,0.3161,32,2.03,TCGA-WJ-A86L-01
LIHC,Tumor,0.4,0.92,14,0.141392551,27.87625456,0.2896,13,2.16,TCGA-DD-A4ND-01
LIHC,Tumor,0.54,0.92,34,0.141439051,52.64726051,0.319,5,4.05,TCGA-2Y-A9H2-01
LIHC,Tumor,0.57,0.56,29,0.22279712,34.72352823,0.321,1,2.06,TCGA-DD-AAVW-01
LIHC,Tumor,0.77,1.44,5,0.023241349,52.71499538,0.3229,8,2.3,TCGA-EP-A2KC-01
LIHC,Tumor,0.93,1.76,19,0.100807975,43.77211636,0.3195,22,2.89,TCGA-CC-A7IL-01
LIHC,Tumor,0.2,0.94,8,0.036720506,28.16571615,0.2978,4,2.13,TCGA-DD-A4NS-01
LIHC,Tumor,0.74,1.96,13,0.109081749,54.16269711,0.3081,24,2.03,TCGA-DD-AADI-01
LIHC,Tumor,0.59,2.56,63,0.316583546,45.15667531,0.3336,10,6.43,TCGA-CC-A7IG-01
LIHC,Tumor,0.34,0.6,11,0.126834231,51.92382467,0.3208,1,2.03,TCGA-MR-A8JO-01
LIHC,Tumor,0.85,1.62,7,0.060181184,33.01588235,0.3123,1,2.28,TCGA-5R-AA1C-01
LIHC,Tumor,0.74,0.9,27,0.101499933,39.08761341,0.3086,11,3.69,TCGA-G3-AAV1-01
LIHC,Tumor,0.86,0.88,31,0.218474237,63.17017729,0.317,12,3.46,TCGA-CC-A9FU-01
LIHC,Tumor,0.93,1.6,38,0.17010044,19.06651194,0.3186,2,1.92,TCGA-ZS-A9CF-01
LIHC,Tumor,0.6,0.84,20,0.203445676,68.83879787,0.3192,13,3.85,TCGA-DD-AACN-01
LIHC,Tumor,0.86,1.02,19,0.052324814,32.67814316,0.3143,5,2.15,TCGA-RC-A7S9-01
LIHC,Tumor,0.82,0.76,17,0.211104247,27.4339881,0.3067,19,2.06,TCGA-DD-AA3A-01
LIHC,Tumor,1,2.16,6,0.0008577,26.3909168,0.272,3,3.83,TCGA-K7-A5RG-01
